age,balance,duration
24,1535,126
45,0,55
39,504,495
38,-329,86
24,94,166
35,538,66
32,-18,155
48,26,311
36,177,63
46,633,236
28,205,92
50,1114,298
44,78,253
38,762,163
33,1862,65
57,73,41
40,2576,10
42,470,221
32,206,370
55,0,467
25,-76,241
42,1750,248
23,1104,120
31,286,260
21,137,198
34,247,1727
46,-43,138
55,309,115
33,339,212
47,218,58
33,4128,456
40,867,145
32,1345,289
48,40,300
32,1466,264
26,96,181
38,332,184
46,1474,148
49,783,166
33,239,65
45,27,299
32,-24,93
39,23,22
53,6386,170
28,-353,89
31,-474,215
34,714,166
40,570,109
29,16,197
34,1504,395
38,551,1875
31,-759,220
32,1097,298
31,520,123
53,0,140
38,573,334
57,0,73
58,146,186
50,-37,78
36,90,13
46,0,51
39,1242,303
31,98,159
44,295,103
53,465,95
35,1473,84
40,3122,344
30,317,246
33,176,157
39,661,162
25,1,24
35,-12,212
43,1401,195
41,171,143
55,431,68
49,265,274
30,227,227
37,336,152
46,41,249
36,1554,325
45,141,111
48,762,81
22,650,181
46,250,85
39,130,141
56,11,42
35,36,182
45,333,160
28,487,176
32,594,134
52,1135,514
26,-3,181
22,-168,160
35,414,504
44,166,267
31,472,907
28,-95,200
23,158,139
26,8,147
31,296,161
27,-541,153
34,23,109
25,17,97
25,335,164
22,395,70
37,178,71
26,101,723
32,-428,518
26,24299,704
27,181,147
22,83,101
32,175,142
33,5,1346
34,3185,520
31,2577,611
28,216,66
37,166,135
45,323,276
31,334,449
48,86,98
24,845,105
24,-126,382
45,-3,213
26,54,116
24,-192,125
29,125,50
34,2146,138
30,-522,375
21,99,49
42,-1664,169
32,2,178
40,2172,1386
33,168,155
32,62,120
25,768,203
41,429,244
37,36,428
29,0,53
29,544,360
46,91,215
32,-3,500
30,1374,207
38,119,568
22,279,270
22,594,154
32,-121,272
36,-195,229
30,-208,108
26,309,210
41,210,383
42,135,259
45,66,3366
24,-122,1000
54,0,618
33,-90,415
28,286,237
36,-423,106
34,505,351
28,296,218
31,279,198
53,367,284
20,129,190
47,-13,295
33,1309,262
24,-10,106
23,5,93
27,71,174
23,281,124
30,173,217
34,383,2231
55,39,343
57,1052,227
59,-49,248
20,-103,180
30,-846,117
41,705,205
37,1950,370
31,253,289
39,595,427
28,-185,170
44,353,705
31,2363,247
28,52,226
51,205,665
34,1557,213
24,596,451
29,-114,174
50,478,126
21,614,243
29,783,166
26,401,373
26,92,259
21,-273,340
23,2594,193
25,382,392
40,-166,136
39,-141,148
25,-250,456
26,3825,107
57,0,44
61,1060,118
34,-185,276
47,955,47
31,263,150
45,4646,118
33,989,232
27,232,1167
41,1483,227
58,7495,325
45,0,147
49,2199,98
42,476,93
52,148,83
52,3241,105
49,2665,67
59,1875,77
54,879,191
46,1934,20
44,0,27
26,380,260
46,2485,174
59,5521,94
43,24,23
50,160,334
26,-204,609
54,363,202
44,181,302
36,307,121
51,193,202
59,3382,806
42,1823,31
41,-111,21
43,3373,156
40,92,92
32,463,128
55,1192,481
59,2376,766
30,-166,255
47,3960,110
23,4,395
44,23,135
45,639,192
35,2144,188
41,225,139
59,13308,131
29,95,266
48,1199,76
49,400,122
60,1262,1015
45,849,60
48,1949,683
45,-395,470
48,618,149
54,0,106
44,0,127
46,355,320
52,131,145
44,6203,129
52,1635,730
46,580,36
54,1814,521
49,159,95
46,48,120
48,189,768
43,-633,277
50,5356,289
44,476,473
43,4478,133
51,3132,459
59,-892,129
52,11,420
35,414,386
36,1165,1001
32,3839,76
41,196,488
47,521,262
45,350,146
45,8680,503
45,0,170
29,309,214
36,125,355
37,368,194
44,1362,46
56,296,128
52,2240,845
57,1026,52
54,1301,173
49,199,113
24,11,109
42,5,853
40,373,518
25,1270,124
28,416,452
53,-27,209
40,221,154
27,331,203
34,402,813
56,123,81
45,105,119
27,0,296
53,1691,916
34,2,60
44,3,443
46,399,353
53,1421,225
26,8,262
31,150,431
35,-371,358
43,1916,565
47,300,103
37,175,753
57,3571,708
41,1135,265
55,789,434
51,2195,59
27,1311,805
53,-689,242
39,14,19
35,56,93
28,26765,210
29,17,31
51,463,213
46,751,104
50,3478,342
56,88,172
28,64,160
51,36,535
54,42,514
47,113,276
49,358,176
46,274,20
41,0,161
45,985,390
31,81,245
53,592,151
60,791,144
55,708,901
54,51,123
46,0,204
41,356,93
34,34,188
51,12061,332
31,513,180
55,6958,178
44,126,92
25,54,318
36,373,94
33,304,139
46,781,152
43,42,188
46,618,54
53,1570,29
52,1161,271
57,0,95
31,-745,227
54,88,190
37,1330,60
41,641,161
44,1423,162
26,8206,213
40,4436,67
32,1611,93
44,607,119
44,300,297
35,304,3
49,254,179
44,3790,342
40,59,420
39,1554,378
51,257,190
59,643,354
42,128,190
47,743,367
57,1460,91
42,-32,77
40,1117,280
44,2887,182
38,446,386
51,1212,184
48,2218,43
48,705,108
42,299,253
48,313,195
49,12482,46
44,29312,226
44,2226,55
32,1940,299
43,576,148
44,0,97
53,887,169
43,17,119
31,106,101
48,489,60
46,148,210
41,14,65
26,1531,129
26,3108,481
52,26,215
47,2466,142
47,1045,411
27,-588,531
31,413,65
60,0,34
58,193,788
44,1340,244
32,363,431
33,-306,851
38,607,315
35,556,214
47,449,92
32,338,73
41,-4,181
30,623,159
60,1390,58
36,719,1052
46,369,916
58,1357,150
52,0,165
55,0,309
43,2047,163
24,507,210
24,-427,165
25,53,331
40,93,134
31,822,185
31,849,295
26,-214,86
52,161,274
25,800,151
40,598,69
42,-135,15
31,0,164
43,59,437
57,452,139
30,49,267
23,-213,165
53,2477,175
44,264,198
48,4265,220
59,559,168
33,-15,247
60,926,291
42,693,187
44,9956,194
50,1300,379
54,2626,151
29,-44,166
59,593,64
37,511,232
55,493,647
53,599,322
31,272,133
49,735,50
28,15,87
47,159,771
31,651,241
49,198,205
59,-278,318
34,-100,109
43,15,304
38,0,209
41,108,83
44,617,227
31,516,271
35,11,326
37,1026,389
58,3635,273
24,32,264
35,-123,1106
33,-238,73
40,1089,195
46,3749,69
41,3140,87
33,221,122
35,300,945
57,515,288
40,819,50
36,722,816
47,3346,284
50,419,116
51,330,72
41,1576,232
38,258,124
39,317,326
25,57,190
43,3285,1721
33,152,351
45,2429,171
58,3111,166
57,1352,104
27,37,163
25,640,492
38,113,25
28,468,152
33,184,109
44,633,1032
57,7,65
46,57,194
57,0,360
42,419,96
46,120,20
39,580,323
27,362,332
42,43,735
58,749,151
42,243,46
48,9004,158
57,2236,73
52,3348,407
54,2062,438
55,188,139
46,1483,174
48,2550,175
25,53,313
38,547,137
46,1374,22
48,67,328
43,4998,93
52,0,97
27,-2,123
29,23,219
49,512,455
30,447,103
50,1917,200
58,4871,133
44,326,35
52,0,77
44,0,211
27,14,72
35,692,133
31,369,89
31,591,287
52,3923,942
44,0,101
28,348,305
41,102,387
54,447,146
46,2121,160
48,5154,70
31,393,466
42,5879,162
40,-31,117
56,871,381
45,37378,167
53,1443,476
31,752,178
42,1093,260
51,573,231
52,258,188
48,247,145
28,202,163
34,302,282
50,736,74
46,0,73
54,532,220
43,0,333
55,7378,316
47,4666,451
43,1516,318
45,0,246
46,6085,311
39,-183,202
26,91,174
40,30,168
48,24,832
53,522,230
40,770,200
54,1288,170
46,1029,142
47,4135,283
50,204,421
59,1534,278
44,0,179
42,877,238
52,478,110
30,1130,138
46,2401,218
45,740,158
29,993,105
53,896,106
55,332,217
45,1088,132
35,51,824
52,1541,243
40,413,150
42,2656,238
41,1618,1553
42,146,148
40,153,159
41,4505,108
57,0,124
45,520,452
47,4151,114
40,3382,125
33,261,622
49,1160,153
39,517,1328
50,2956,686
60,1327,80
53,8417,435
58,-172,300
52,2257,203
42,277,121
42,902,71
43,212,78
51,513,534
53,2272,243
53,719,230
42,1,253
40,503,127
59,1521,1125
59,2516,282
48,468,220
25,329,158
59,259,267
49,769,257
42,-700,110
37,15801,456
40,7831,78
31,0,298
41,-68,429
60,2639,483
42,1076,213
48,584,51
43,2706,44
47,1294,164
40,771,166
55,283,220
51,482,178
54,11,452
41,2823,858
41,338,87
53,5700,97
46,3028,116
45,2418,120
48,1405,629
44,0,198
47,2775,262
49,611,179
41,1654,35
54,1691,156
48,427,201
30,938,159
45,626,68
40,874,75
42,24,229
48,7373,126
40,1535,704
47,2,164
47,829,339
33,164,461
54,1765,188
46,1733,546
53,383,171
25,777,351
50,0,94
40,1522,168
53,4446,429
41,923,249
41,1309,568
42,1340,299
47,3158,282
48,1596,760
43,887,211
55,23189,77
40,1010,283
45,246,263
54,918,189
46,1429,91
57,2439,32
49,348,139
49,387,347
41,22,152
42,3641,869
42,2535,339
49,1878,267
42,3,34
34,9,153
47,502,28
41,3634,216
45,3395,215
33,673,199
53,600,139
43,698,322
40,2540,189
34,357,197
40,782,224
41,2097,160
44,-101,143
57,628,191
42,0,833
57,6874,356
43,16,485
45,1691,57
60,1542,930
41,1057,247
49,11317,208
42,-1300,89
41,299,72
33,189,260
56,1412,129
49,0,151
41,235,181
48,20718,125
41,1043,225
41,890,829
30,768,749
52,618,166
40,1313,87
60,3932,407
28,334,438
44,80,387
44,-27,100
32,2285,413
53,193,521
41,-198,133
57,1180,191
42,505,521
31,6943,109
46,243,345
40,3652,1028
46,3455,566
55,2607,38
52,2024,314
50,0,214
57,-222,248
28,1238,246
46,33,136
40,1000,98
56,881,225
48,403,364
36,-38,784
37,0,93
41,221,57
43,1109,160
40,1416,210
40,264,222
45,141,21
44,1944,222
53,694,157
31,303,143
50,2087,371
53,369,161
56,166,350
45,718,135
47,4543,162
33,1613,565
57,-1,850
45,1410,44
34,577,337
49,-63,416
49,892,102
37,-113,5
57,3240,129
40,3658,977
57,3545,138
45,1292,70
61,4248,71
54,155,75
46,501,230
51,658,369
42,3743,136
42,329,22
60,703,378
41,7735,240
41,455,80
55,831,144
46,1757,380
54,1480,108
51,7180,927
47,4906,389
35,592,192
30,128,273
32,160,48
35,441,8
48,8982,628
36,338,90
53,10749,221
48,638,217
42,737,762
38,7695,193
32,91,302
51,760,411
34,683,245
43,1311,746
50,606,673
44,0,220
25,192,232
60,751,115
32,10600,485
44,447,106
26,3096,107
36,998,1044
29,303,180
29,1952,354
42,171,55
32,116,392
37,766,123
50,-500,148
44,2017,74
43,672,267
41,450,374
45,-31,295
41,5426,149
57,629,226
34,2800,668
47,1549,95
49,6050,229
58,1406,252
51,425,286
30,-328,242
47,430,335
29,6911,323
51,111,140
49,1158,159
43,823,293
41,410,85
29,1028,343
42,1288,295
34,-115,360
44,474,183
44,2416,304
30,233,382
26,277,514
28,280,142
42,2106,162
40,2610,301
49,329,264
42,1811,150
29,387,49
47,6439,326
42,1333,468
45,864,183
29,900,339
41,744,125
40,4370,232
48,6532,312
41,348,423
60,2077,163
44,1945,191
49,21,248
47,4556,146
48,1764,125
44,248,234
28,0,17
31,37,546
29,236,554
28,246,162
43,206,436
32,162,297
44,976,302
42,645,349
45,1794,174
31,358,180
48,9131,902
45,532,137
27,1150,282
55,680,321
45,245,126
50,-13,554
44,728,21
45,137,427
51,289,97
30,609,402
43,15740,252
41,574,449
30,1480,360
41,343,89
29,424,241
31,413,574
40,277,274
41,2157,154
43,738,71
43,-101,122
50,-52,166
40,262,163
23,-95,167
37,66,91
47,3630,133
29,294,594
46,1465,86
31,0,40
57,5961,166
54,1487,302
44,-295,303
36,0,636
54,219,341
38,1442,483
38,360,220
40,339,234
46,1427,32
41,30,211
33,483,738
36,402,482
59,5678,238
49,0,370
49,2631,76
44,112,225
38,664,256
44,2626,567
43,28,2241
42,321,147
41,1794,135
52,989,260
41,6029,254
29,416,1118
36,-389,76
42,1260,79
34,82,94
35,94,208
41,5291,1423
57,3401,271
46,0,166
58,-1196,256
50,810,19
57,3105,173
47,351,367
46,2612,414
47,556,227
49,380,349
49,953,278
26,786,103
52,601,249
47,651,143
20,79,168
43,0,260
53,4464,162
40,422,187
52,598,266
43,123,279
55,0,159
41,718,318
36,-406,104
57,3625,747
30,-35,1204
41,1132,95
56,1121,176
44,3407,179
45,827,319
43,471,114
50,2938,170
26,-219,311
34,719,362
39,-439,347
32,0,86
46,74,101
58,44,288
54,52,44
40,581,1013
42,860,90
42,259,155
50,95,468
50,-516,226
42,5774,54
41,1384,1162
50,5131,114
42,2918,349
46,556,646
48,2235,755
50,-143,305
52,1500,148
43,56831,243
57,2440,391
49,2040,204
30,678,236
52,5006,112
41,3291,125
47,543,141
46,4048,360
27,0,312
46,3269,366
53,420,100
51,0,70
47,201,254
60,2537,230
47,107,246
48,6127,97
45,4509,135
52,-191,755
53,183,73
54,2883,12
46,2515,65
48,1108,420
43,56,259
42,1270,192
56,1894,189
48,0,263
45,2217,126
51,1330,415
43,3173,746
42,2157,260
44,1033,71
40,4157,735
57,3381,75
42,1882,87
58,0,183
40,1927,62
49,3649,150
46,244,244
54,1705,367
60,1164,325
42,9359,197
43,1620,121
41,149,27
60,2479,157
51,6659,203
48,1913,115
41,1563,112
50,708,104
41,1172,153
60,2086,182
54,524,55
49,221,305
47,52,140
36,-175,180
45,-149,644
49,1530,173
47,-100,374
46,1934,240
29,137,1088
44,276,219
52,1758,41
33,49,558
43,960,436
45,959,463
42,1306,265
50,892,234
58,5618,113
50,605,200
56,5041,158
46,1004,34
44,116,160
52,225,167
55,697,206
44,2467,36
46,523,504
47,106,303
40,793,109
48,1757,90
34,87,139
46,1480,257
43,960,241
40,2651,94
39,0,171
57,3123,178
54,950,285
46,3714,86
41,957,326
47,3216,451
40,8150,347
50,2212,116
40,409,191
47,-1385,77
57,2516,1036
47,2354,303
44,560,80
47,5306,322
53,111,750
59,320,695
40,0,435
60,80,397
45,1953,95
57,2192,208
45,1992,163
44,146,483
21,0,168
42,2124,161
30,2,1000
57,1037,112
53,-394,599
51,6510,30
53,4323,58
54,4582,165
44,2400,74
56,1678,79
46,405,231
45,3583,191
42,666,202
49,716,1257
56,344,221
44,641,257
54,653,352
51,154,285
49,3018,93
45,660,71
58,2577,290
53,2785,1165
42,1865,164
49,341,520
53,1178,295
50,516,187
53,22370,106
26,800,219
46,1217,236
45,9077,139
50,461,651
42,597,124
42,9,98
54,7864,145
60,1224,120
49,2623,291
40,3676,101
45,953,417
40,1061,191
60,3020,131
42,3405,221
60,0,229
60,-208,104
41,849,72
60,3820,186
23,76,23
46,346,402
44,-22,37
29,874,68
34,298,182
59,7475,587
50,101,348
60,2667,140
49,2219,51
55,158,176
54,2933,144
42,-181,297
60,5788,203
47,2796,57
41,6526,334
47,1192,217
41,665,74
57,703,405
53,4928,738
44,1786,452
35,-68,203
41,38,230
28,0,133
55,1105,94
55,9039,187
40,-9,920
35,6,136
58,577,1244
25,6,225
43,78,80
29,20,431
46,87,78
41,-306,500
60,79,301
47,0,30
60,751,133
33,0,270
34,1704,218
57,0,215
42,8,299
47,39,160
33,20,172
43,293,49
40,157,68
35,487,117
26,192,477
53,136,99
55,1328,100
46,1038,200
24,51,187
47,3008,236
41,-204,50
55,2923,104
32,231,51
30,-256,51
54,234,140
41,288,221
42,1146,98
43,3060,253
54,907,71
56,334,127
54,1374,74
30,124,126
53,74,122
45,1363,657
41,680,173
28,86,918
58,1713,544
57,3990,309
54,3965,138
39,193,73
41,6060,71
60,132,29
42,1323,193
47,3237,198
41,252,57
46,84,49
45,0,197
48,848,98
57,84,59
54,190,196
30,1534,243
41,1278,344
46,252,570
35,1215,597
28,-457,43
58,347,525
35,0,759
25,468,147
56,28,236
41,323,122
44,38,152
36,-318,133
41,714,504
58,0,272
46,536,164
42,1048,51
58,49,75
53,-197,178
51,1779,99
38,1372,224
54,24,34
46,1934,236
39,9541,815
22,364,282
47,357,134
34,202,318
42,281,118
44,4580,911
45,4060,238
38,0,225
46,1114,490
34,4,644
41,536,76
27,431,286
56,2552,176
43,8016,422
34,-353,328
25,1139,22
35,494,71
46,676,106
32,287,465
55,741,973
40,1842,56
43,4004,190
41,102,323
33,279,113
32,6,228
39,644,110
42,497,84
33,402,59
32,401,294
46,31,144
42,-628,251
39,598,444
43,92,237
33,-625,399
59,2319,132
48,981,995
31,605,334
47,10399,59
54,784,579
48,680,387
33,893,279
27,94,352
47,257,484
56,739,95
26,2,461
55,-171,30
33,217,561
52,826,468
60,313,920
50,106,388
43,4520,100
29,10576,1224
54,366,589
30,370,160
50,4904,438
48,0,964
55,72,384
56,0,103
48,1103,52
36,1392,205
41,-233,1156
30,78,73
59,671,157
27,228,186
55,666,73
45,520,714
58,3501,544
44,185,194
43,108,420
59,1423,584
41,2453,1052
43,18,192
49,3061,155
44,0,226
48,559,1231
40,902,619
43,421,298
26,500,21
46,756,401
58,288,404
53,1140,241
56,2658,302
43,632,440
36,263,172
34,-17,319
51,701,1051
51,4497,276
45,810,213
54,-219,276
42,679,194
53,2925,1392
35,181,19
49,3840,146
55,2014,253
31,1819,226
52,665,57
50,395,419
32,55,546
34,326,150
42,1364,1867
33,-174,156
43,5670,184
31,1125,548
25,0,244
49,3657,328
56,2256,171
43,778,284
41,59,75
46,668,1263
60,7440,92
48,1001,422
57,1,17
42,1320,301
50,1604,267
36,900,475
44,2984,770
40,2562,487
55,1102,126
24,758,129
52,1079,257
49,2201,233
30,271,365
32,772,697
46,435,192
36,412,244
44,809,118
48,575,101
49,3033,125
44,412,56
23,496,430
45,749,242
54,1439,809
43,2767,317
44,140,7
52,4015,493
37,77,381
53,1074,523
31,-720,112
56,690,309
40,1231,184
58,714,850
42,1742,420
59,337,118
45,-237,71
53,1739,103
55,874,314
60,1880,196
48,3705,151
43,1195,516
47,2781,855
33,175,392
37,1,395
60,38,78
52,2206,875
31,358,124
31,0,24
53,4541,190
45,120,53
56,-382,278
36,146,284
40,574,68
42,2519,262
52,395,391
46,8717,343
59,975,263
41,768,214
61,280,88
57,388,262
32,289,255
55,1092,202
54,1394,438
55,151,88
31,-295,311
43,7727,302
49,247,213
31,33,214
34,452,90
31,635,293
23,75,448
35,1455,70
43,2605,347
31,56,320
45,89,175
29,84,222
27,7,98
52,238,734
58,2360,177
39,-21,121
52,409,73
60,894,65
52,108,543
45,805,186
58,2547,174
56,-124,374
51,1414,241
50,6258,139
39,-176,156
58,1533,137
51,1640,67
45,91,239
41,480,178
28,643,297
51,2547,491
45,110,377
46,35,84
43,-228,122
53,1139,107
50,1332,95
55,0,248
52,779,30
53,228,97
51,22,336
31,0,28
41,2919,329
39,186,208
60,773,597
39,880,29
41,218,247
36,512,343
40,1101,214
29,1956,266
32,0,137
45,104,206
32,75,129
31,1301,69
58,6,228
40,75,259
40,44,144
36,281,515
40,2,29
35,205,512
39,2133,179
39,94,813
30,901,601
57,3431,73
60,8837,144
55,726,271
40,26,230
27,66,456
40,2523,75
28,82,225
32,0,387
53,5558,286
29,-507,286
29,47,111
45,-257,448
32,1423,223
47,51,312
40,1688,93
33,0,212
55,1000,178
31,0,111
33,273,803
42,153,844
31,146,297
41,732,25
43,2539,529
36,208,99
48,542,137
31,144,676
45,999,656
43,19,249
42,63,88
40,446,1252
29,832,228
26,246,1143
53,76,283
31,268,118
25,16,129
26,-235,103
36,0,213
43,207,132
45,109,122
56,975,130
51,143,627
47,1756,207
44,-972,114
31,5,216
46,36,250
32,0,91
31,468,159
45,804,528
31,199,86
40,257,731
43,91,37
26,102,46
29,1,49
30,484,356
39,0,107
51,196,248
58,879,242
44,3689,134
49,1269,355
30,67,149
38,961,346
40,181,370
34,355,261
41,0,330
37,499,537
32,-115,134
31,92,688
38,1146,84
34,1029,125
42,534,139
27,15,167
35,1053,25
43,6,244
29,-142,140
33,2,165
57,70,122
50,556,130
28,45,345
45,9,277
24,142,300
23,2,140
59,646,140
40,739,132
44,1511,96
33,58,144
29,163,803
39,385,225
36,1343,73
34,169,260
35,-613,754
47,1496,211
40,580,192
30,-306,203
27,-41,24
40,783,171
26,241,136
46,245,42
43,-26,343
36,705,111
32,23,77
47,380,268
29,4574,217
36,183,360
33,272,122
57,4168,47
30,677,241
59,174,204
32,1877,601
56,3690,178
25,109,306
30,194,410
32,8,265
30,40,108
45,-1400,172
47,-656,184
25,1400,424
28,507,359
30,75,123
28,364,169
27,1742,787
32,1197,241
32,12269,141
40,1126,22
29,105,326
38,-650,317
37,117,196
22,118,270
23,178,107
30,299,679
27,0,576
31,5,102
26,65,161
36,246,206
29,1166,33
37,49,619
39,95,230
38,113,27
27,554,131
58,269,38
36,63,322
24,-248,187
25,32,124
43,452,107
38,467,379
40,1758,1230
33,-416,767
35,523,95
46,2499,42
30,236,197
24,3926,320
24,409,912
45,876,178
45,1163,230
53,708,631
34,586,489
24,656,894
57,260,38
55,571,323
52,36,335
54,0,161
29,-63,410
23,91,374
24,0,280
59,169,181
37,2188,193
40,2073,166
54,29887,865
35,53,258
56,82,215
28,58,136
32,916,381
40,37,412
32,100,376
41,124,393
55,19,56
52,420,112
58,906,155
29,0,703
44,532,141
53,634,475
44,0,471
41,338,121
44,0,159
38,2724,177
27,-98,344
44,73,404
45,636,287
30,132,329
47,282,433
54,3343,216
29,-166,323
50,363,1340
32,29,132
57,-524,199
51,1194,558
32,422,221
27,3706,897
41,356,80
53,31,90
29,272,123
28,103,461
27,-308,213
49,16,193
44,1485,428
32,1,411
56,4391,291
34,85,136
43,822,112
41,647,270
41,223,124
47,242,214
33,64,239
47,2597,323
46,770,94
46,4956,74
30,122,107
41,28,51
30,1011,109
56,4166,378
40,6110,217
47,837,136
36,146,1161
60,458,103
34,641,467
44,1310,290
29,782,131
48,478,168
55,-45,764
60,36,194
29,0,16
30,136,208
35,8,148
37,934,242
42,314,269
34,978,370
50,567,274
27,194,326
45,4537,337
50,318,788
43,17,353
32,715,14
55,1464,92
40,-61,698
56,1297,180
21,325,467
27,276,218
24,770,233
25,2,304
41,208,315
49,495,40
44,2185,698
42,351,76
45,71,355
48,1155,557
51,349,97
33,153,148
32,244,128
41,493,130
29,62,280
49,874,152
49,259,283
25,304,523
33,371,1128
50,231,171
50,1906,174
40,192,71
32,158,84
43,-57,221
24,366,234
49,327,138
36,1125,339
42,642,509
31,-48,254
30,298,164
46,2207,243
35,88,344
44,2687,131
33,307,806
42,398,251
39,-388,1135
41,1649,312
58,886,302
40,1161,292
37,281,279
45,137,187
49,267,198
35,767,1408
28,1112,827
32,192,303
45,1113,67
44,696,680
55,-268,160
37,197,251
28,317,21
43,329,218
35,510,81
30,5,476
54,4393,1297
34,488,4
30,442,283
46,300,323
52,1007,248
44,195,541
36,513,427
44,399,148
44,12,408
24,77,236
56,8318,428
41,-104,32
51,0,330
53,2,851
41,0,522
26,-579,320
53,2884,165
30,863,1193
27,56,730
32,358,1144
40,0,167
55,2055,1023
35,568,469
32,0,385
57,97,260
32,217,169
55,0,409
43,3608,165
42,388,437
27,0,89
36,279,261
32,193,294
53,751,343
34,305,1245
23,105,498
31,548,148
46,271,134
31,246,230
42,1932,192
52,1066,65
38,-326,237
38,1465,239
60,26,196
42,10561,243
30,68,393
53,647,512
35,368,218
45,-183,215
57,70,186
41,141,299
44,75,107
56,22,103
46,9,297
34,695,1064
51,83,24
27,-20,757
31,532,90
51,0,59
25,99,102
48,54,293
37,792,1187
35,378,427
58,8014,65
47,584,79
58,331,145
36,122,39
38,660,105
27,276,311
44,-14,179
47,15,62
26,-326,128
29,2099,171
60,2589,134
37,654,594
35,474,55
44,294,66
50,-6,92
41,865,19
26,379,501
43,8167,114
46,357,221
54,2431,221
46,1497,374
46,7934,123
55,1261,166
45,1124,37
58,196,35
48,-471,668
38,497,88
57,1920,77
54,8180,312
40,2784,181
44,556,134
55,517,61
40,-154,258
42,0,131
48,522,71
52,-342,153
31,43,405
60,12210,256
51,8806,131
50,2402,219
44,-848,468
33,0,326
43,674,412
46,778,579
43,384,277
50,256,316
41,1020,882
50,1463,380
50,761,169
40,1380,127
30,71,122
44,-1249,83
51,4089,318
40,3736,29
38,2407,218
52,1781,144
49,4667,130
44,2,429
39,259,27
43,445,546
32,132,343
55,2,95
55,283,156
42,830,112
26,75,351
54,158,198
34,46,165
46,4301,134
25,815,268
49,128,298
59,457,63
57,0,455
27,374,188
38,3259,241
41,-19,201
56,316,27
37,398,206
32,2996,68
47,292,82
57,5431,97
38,323,138
30,1312,285
43,953,135
35,5,268
28,213,267
38,976,382
45,970,208
31,87,259
38,59,18
28,80,234
40,3444,792
30,12697,95
47,863,943
27,0,352
30,18,798
53,33,84
48,281,100
35,-206,85
38,36,143
32,1879,115
53,10,73
25,77,31
45,369,182
28,43,190
30,392,351
31,0,179
42,14752,107
60,738,529
28,836,36
46,2851,122
40,296,198
32,1076,67
56,25,264
20,-172,238
41,197,112
48,5057,21
49,284,81
29,1012,496
57,4378,78
49,2718,114
42,103,156
28,1827,211
